"","X","text","stance","sentiment","balanced_train","vader_scores","vader_rep"
"14049",14049,"The latest El Diario de Tato! https://t.co/jiz2hqSDMg Thanks to @SergioSariegu @lujoiberico @yeyodebote #fotos #womensmarch",1,1,0,0.4926,0.493
"14050",14050,"#WomensMarchOnWashington #WomensMarch Is, apparently, VERY concerned about perceived slights to their rights. The environment? Not so much. https://t.co/O9j96YvLAa",0,0,1,0,0
"14051",14051,"Can you believe women are out here fighting and marching so your dumbass can have the right to spread your gross rhetoric and  propaganda... https://t.co/jLJIpi3jxr",1,0,0,-0.888,-0.888
"14052",14052,"RT @WM_Global: Incredible #womensmarchglobal https://t.co/U552qMNic1",1,1,0,0,0
"14053",14053,"You're making way too much sense! #GreatJob https://t.co/4QZkx5WKQ5",1,0,0,0,0
"14054",14054,"RT @_francXs: #WomensMarch / Belfast https://t.co/dZKELNBbmq",1,1,0,0,0
"14055",14055,"You CAN do it! https://t.co/Jq0rfbqj6C",1,1,0,0,0
"14056",14056,"RT @DanYrHaul: We will be marching as #MermaidsforEquality at the #SisterMarchCardiff in support of @womensmarch - 1pm, QueenSt #BridgesNot…",1,1,0,0.4019,0.402
"14057",14057,"@RachelShelley Today is the Day!😊👍#happyfeet 👠👢👡👣#WomenMakeHistory #WomensMarch #womensmarchlondon",1,1,0,0.7424,0
"14058",14058,"@realDonaldTrump Pouring in to protest the inauguration and to march in the women's march. #WomensMarch #notmypresident",1,1,0,-0.25,-0.25
"14059",14059,"i'm sobbing omg https://t.co/fF7E0Z4qXI",1,0,0,-0.3818,-0.382
"14060",14060,"Wow! Ashley Judd is psychotic. Please take ur nasty woman self to the Mideast &amp; recite this speech. Call it an experiment  #WomensMarch",0,0,1,0.4199,0.42
"14061",14061,"Or a contrary unit &lt;-- (p.s. - throw away some of the letters) 🤣 https://t.co/ELP9OcI9Or",1,0,0,0.4939,0
"14062",14062,"Is this your sign @underwoodwriter ? https://t.co/D09pKS5mUb",1,1,0,0,0
"14063",14063,"RT @feverbrain: Thank you @freespeechtv for covering the #WomensMarch!  FSTV!!!",1,1,0,0.5673,0.567
"14064",14064,"RT @DrBobBullard: #EJ warriors at #WomensMarch in #NewOrleans, a city at ground zero &amp; frontline of #climatechange, sea level and social #v…",1,1,0,0,0
"14065",14065,"RT @kellyforsythe_: 10 Actions / 100 Days: Here is how to remain involved via the @womensmarch --- https://t.co/L31zjHPrZB https://t.co/wCv…",1,1,0,0,0
"14066",14066,"RT @RobertSnider9: Agree. This is a great sign. https://t.co/jTZyu5gBXz",1,1,0,0.765,0.765
"14067",14067,"RT @burntabloids: Surpreendente https://t.co/5RiFizLiCv",1,1,0,0,0
"14068",14068,"RT @IMPL0RABLE: #TheResistance #WomensMarch #WomensMarchOnWashington #DisruptJ20 #J20 #TrumpInauguration

If you're protesting, please be a…",1,0,0,-0.128,-0.128
"14069",14069,"RT @WomenforTrump: Women did march on November 8th and the message they left was loud and clear. #WomensMarch",0,1,1,0.3818,0.382
"14070",14070,"@womensmarch so this is really a some women's march and there isn't room for anyone that disagrees it's pro-kill babies march good to know",0,0,1,0.1531,0.153
"14071",14071,"FYI, since cable is showing prayer breakfast, can watch #WomensMarch on @cspan",1,1,1,0.368,0.368
"14072",14072,"We're not preparing 2 inaugurate the 1st woman prez, as many hoped. But that doesnt mean we cant b led by &amp; learn from thousands of women. https://t.co/7sRwNFiebW",1,0,0,0.2023,0.202
"14073",14073,"RT @Grandma_Shelia: THIS is the power of the people, our sisters &amp; brothers standing strong for ALL human rights #WomensMarch! We can DO th…",1,1,1,0.5562,0.556
"14074",14074,"RT @KabrenaRob: Trump protestors vs. Anti-Trump protestors in front of Trump hotel  following women's march #womensmarch  #humberjournos #s…",1,0,0,0,0
"14075",14075,"Watching #WomensMarch speeches on @cspan and I have to constantly hold back the tears. This is amazing!",1,1,0,0.4926,0.493
"14076",14076,"we are so glad that so many countries support this!! #WomensMarch https://t.co/PpO0kMF9zG",1,1,0,0.8133,0.781
"14077",14077,"if yall start this 'boys will be boys' billshit w me yall better be scared cos this is the most ridiculous arguement for rape like srsly https://t.co/J6gIcPEhL1",1,0,0,-0.7178,-0.718
"14078",14078,"RT @dbarnett7: If you do not understand what the #WomensMarch was about, reach out to someone who marched and start a dialogue. Conversatio…",1,0,0,0.0258,0.026
"14079",14079,"@NARAL  ....Don't WORRY - Be HAPPY!  TRUMP WON!!!!!

#P2
#TCOT
#TOPPROG
#WomensMarch
#WOMANPOWER
#RoevWade",0,1,1,0.9323,0.932
"14080",14080,"#WomensMarch #Peace #Tollerance #Rights #SaveEarth #LoveNature IN FUR...AMERICAN HYPOCRISY.
RIDICULOUS SOCIETY. https://t.co/swF4DOWyoF",1,0,1,0.0688,0.069
"14081",14081,"Organized by a lady who supports the estab. of sharia law in USA. Follow this logic &amp; soon women won't be allowed 2go outside w/o those hats https://t.co/mmMgFrow00",0,0,1,0.3612,0.361
"14082",14082,"RT @KarlStartsWithK: Scenes from #WomensMarch #icantkeepquiet #KWinDC https://t.co/whmT5tlPz4",1,1,1,0,0
"14083",14083,"#WomensMarch Life and Family do not touch, Abortion=Murder PROVIDA ProLife forever https://t.co/z3Fqe8SldY",0,0,1,0,0
"14084",14084,"RT @Uncle_Jimbo: Are you sure that's her?

'Cuz it sure looks like
#OzzyOsbourne to me https://t.co/awafIyJG9f",1,1,0,0.7269,0.727
"14085",14085,"As far as the eye can see...
womensmarch 

#NYC #pussygrabsback #instagood @ Fifth Av. New York… https://t.co/8FbDyvpyZU",1,1,0,0,0
"14086",14086,"RT @UvKLvr47: Trump was looking at the office of pres as a Huge personal brand and profit venture.Thats what gov has become. Bernie is the…",1,0,1,0.6369,0.637
"14087",14087,"There is no love #Islamists Our ewe sheeple are walking the wrong path #GeorgeSoros Get thee behind us #Satan https://t.co/FDbce8qsRg",0,0,1,-0.7556,-0.756
"14088",14088,"This is what democracy looks like. #WomensMarch https://t.co/3oAE6RytB8",1,1,0,0.3612,0.361
"14089",14089,"This thread is everything! Love to all my indigenous sistahs #WomensMarch https://t.co/jn6gOk0BLr",1,1,0,0.6696,0.67
"14090",14090,"Too much @POTUS 2017,  #WomensMarch #Londonwomensmarch https://t.co/TlG15SFjXD",1,1,0,0,0
"14091",14091,"Good point. There's truth here. https://t.co/rZHQCc6piV",1,1,0,0.6369,0.637
"14092",14092,"RT @lillymmaier: Jewish icon #RGB is portrayed at #WomensMarch.@jdforward https://t.co/rWjtiwQwFZ",1,1,0,0,0
"14093",14093,"Trump is obsessing about #InaugurationDay crowd numbers because the @CNN  will cover that and not the #WomensMarch  Don't play his game.",1,0,0,-0.5324,-0.532
"14094",14094,"RT @ObnoxiousCJWebb: LOL!  Tools. https://t.co/Bb9Phk4Oq7",1,1,0,0.5893,0.657
"14095",14095,"RT @jocsarj: Crooked Hillary Must b LOCKED UP!! She Corrupted so Many,Took HUNDREDS of MILLIONs$$FroM TYRANTS/Dictators,&amp;STOLE d CHARITY $…",0,0,1,0.627,0.627
"14096",14096,"@realDonaldTrump Yes, thousands are streaming in for the #WomensMarch. https://t.co/SfKiTWR6yP",1,1,0,0.4019,0.402
"14097",14097,"@nbcsnl #SNL - have I told you how much #ILoveYou today?  I was part of the #gender #WomensMarch https://t.co/kxYzBLZYXC",1,1,0,0,0
"14098",14098,"RT @vegasdude83: If a misogynist like Pence is offended that so many women  stood up together for equality then I'd say the #womensmarch wa…",1,0,0,0.128,0.128
"14099",14099,"@DreemweaverGirl @darren_bell @realDonaldTrump https://t.co/5lGGI9cuq8 
Both you and the President should read this",1,1,0,0,0
"14100",14100,"RT @fcorpaci: @pip_news @9975Ts This makes no sense of the #WomensMarch We want more freedom but be forced to wear hijabs, I'm so confused.",0,0,1,-0.7711,-0.726
"14101",14101,"RT @eepenguin: He only cares about himself. #ImpeachUnPOTUS https://t.co/TvrKdIZLp0",1,0,0,0.4588,0.459
"14102",14102,"RT @WindyCityTimes1: Michigan Ave jammed. Don't enter at Jackson. Go south of there. Tens of thousands here. #womensmarchchi #whyIMarch htt…",1,0,0,0,0
"14103",14103,"Without a path from protest to power, the Women's March will end up like Occupy #WomensMarch https://t.co/9CBcdecFk2",1,0,1,0.128,0.128
"14104",14104,"RT @GunLiceN4Hrs: GunClass281/813/1813Just shoot the piece of sh.... Excuse me mam but why are his pants down-That's as far as he got offic…",0,0,1,-0.1406,-0.141
"14105",14105,"RT @titanbaddie: When I tell u this dress... This album... This era is iconic https://t.co/Uq5RvuKfta",1,1,0,0,0
"14106",14106,"Wow. Look at the lack of reaction by the crowd. They don't care.  It's ok to hit a woman, if she doesn't ageee with the group. https://t.co/D1oTQq7ime",0,0,1,-0.2537,-0.288
"14107",14107,"Millions in #WomensMarch today and nary a whiff of violence or vandalism. Proving women really should be in charge of everything.",1,1,0,-0.6249,-0.625
"14108",14108,"Today and always! https://t.co/zbv75NvvVY",1,1,0,0,0
"14109",14109,"I want a ""pussyhat"" https://t.co/nyzOVOc7t4",1,0,0,0.0772,0.077
"14110",14110,"RT @ChooseToBFree: @DrMartyFox Please send this tweet out a number of times!
This concept is something the left is completely blind to.🙈🙉🙊…",1,0,0,-0.1742,-0.174
"14111",14111,"New Post: Atlanta March for Social Justice and Women #WhyIMarch https://t.co/9CDLFj95au",1,1,0,0.5267,0.527
"14112",14112,"@AspieMom @carmenriosss @HillaryClinton @womensmarch still can't figure out your stand. Apology not yet ready to be given.",0,0,1,-0.2287,-0.229
"14113",14113,"RT @DroneDefender: @katunews @wweek Here’s the aerial  panorama of the entire waterfront!  (Click to see the scale of the march!) #Portland…",1,1,1,0,0
"14114",14114,"@NeuroCandies @IAmUnrepentant and sponsors- https://t.co/hWqjOLvThP",1,1,0,0,0
"14115",14115,"RT @mtlgazette: Protesters gather at Place-des-Arts for a demonstration in solidarity with the #WomensMarch on Washington. (Dario Ayala/Mon…",1,1,1,0.1779,0.178
"14116",14116,"RT @tai_nugget: there are more people at this #womensmarch in antarctica than were in the bleachers at the inaugural parade https://t.co/D7…",1,1,0,0,0
"14117",14117,"RT @skamprincess: oh look it's the love of my life 🌺 #WomensMarch https://t.co/QSBqVtQRZG",1,1,0,0.6369,0.637
"14118",14118,"So much this. https://t.co/zSea2EBznF",1,1,0,0,0
"14119",14119,"Hi @SenThomTillis , I was at the #WomensMarch  , were you? We need representation that speaks up for equality for all. https://t.co/FIw3sK7RMq",1,1,0,0,0
"14120",14120,"I'm crying #WomensMarch https://t.co/7sBxu5eVdQ",1,0,0,-0.4767,-0.477
"14121",14121,"RT @scott_tobias: Some shots of #womensmarch in Chicago from my wife, who's on the ground. Love that last sign so much. https://t.co/PB6V6t…",1,1,0,0.6369,0.637
"14122",14122,"(3) .@womensmarch factor here. Explained #IdentityPolitics 2 s.o. &amp; she said ""Wut? That doesn't make any sense. Do ppl really think that?""",1,0,0,0,0
"14123",14123,"My poster from the NYC #WomensMarch https://t.co/ChvjMdWodu",1,1,0,0,0
"14124",14124,"DemAwakening: .zhaabowekwe will kick off our Teach-In on Jan 21, which will mobilize womensmarch attendees around … https://t.co/w7WXb3s0Vp",1,1,1,0,0
"14125",14125,"RT @TheWrap: Madonna Thought About 'Blowing Up the White House,' Unloads F-Bombs (Video) #WomensMarch https://t.co/WXxYiHWJn3 https://t.co/…",0,0,1,0,0
"14126",14126,"Omg. Best photo ever. https://t.co/QoXmLL6HMq",1,1,0,0.6369,0.637
"14127",14127,"RT @JonesCali1970: Heckuva job @GOP - You built the mess that inspired this. May you go down FOREVER because of it, in flames! #NotMyPresid…",1,0,0,0.2481,0.248
"14128",14128,"@leannrimes @womensmarch Amen! don't be silenced for your views, you're entitled to an opinion, celebrity or not! Long Live love 😘❤✌",1,0,0,0.8596,-0.431
"14129",14129,"RT @laurapawlowski: #DallasWomensMarch TOMORROW #WomensMarch #ProudToBeAWoman https://t.co/fZDq5Glx3f",1,1,0,0,0
"14130",14130,"Today is the day of marching! So proud of all the women going out to support the #womensmarch!… https://t.co/8OkPSFfK7v",1,1,0,0.8061,0.77
"14131",14131,"get rid of the double standards and THINK ABOUT IT. #WomensMarch",1,0,0,0,0
"14132",14132,"Are they Women ? not the Woman with Values a Godly Man would date- looks like a Bunch of Perverts !  Trump will work for Good of all people https://t.co/vLEXyKN31O",0,0,1,0.5562,0.556
"14133",14133,"Read this thread and forward it to your white sistren https://t.co/9EUNH0Q0nL",1,1,0,0,0
"14134",14134,"Monday #comics #cosmicgirls https://t.co/ivzdxby5yB",1,1,0,0,0
"14135",14135,"@NYTFashion @womensmarch  in the photos there are more bearded men in this march than women",1,0,0,0,0
"14136",14136,"RT @DoraLeland: There. Are. No. Words. #womensmarch #TT2DC @nysut @DemWomenSTFL @LDanksBurke @teachin1100 @UnionManOKane https://t.co/roBry…",1,0,0,0,-0.296
"14137",14137,"RT @CarmineSabia: There are 59 million babies who want to march on Washington for their rights. Wanna guess why they cannot? #WomensMarch.",0,0,1,0.0772,0.077
"14138",14138,"Some of my favorites from today #WomensRallyOrlando #powerful #WomensMarch #womensrightsarehumanrights #LakeEola https://t.co/dbLPCcfX8A",1,1,0,0.6808,0.681
"14139",14139,"After marching in Seattle, I think just our Seattle #WomensMarch attendance was bigger than Trumps inauguration turn out !! https://t.co/yZQpmrnh9M",1,1,0,0,0
"14140",14140,"RT @girlsreallyrule: Love it! #WomensMarch #WomensMarchBoston https://t.co/V4WnHCFnn1",1,1,1,0.6696,0.67
"14141",14141,"The top trending topic in Ireland right now is #WomensMarch with sentiment of +24%",1,1,0,0.2023,0.202
"14142",14142,"RT @MaryMcAuliffe4: Day after #WomensMarch this is how a women elected to lead her political party is described! Sisters we have much work…",1,1,0,0.4574,0.457
"14143",14143,"@TheFix @mflynnJR The #WomensMarch has NOTHING 2 do w equality or women. You invited CAIR, who hates women, gays, &amp; Jews. 

#FakeMarch",0,0,1,-0.4404,-0.44
"14144",14144,"We made it! #WomensMarch https://t.co/TW4fsDsxTd",1,1,0,0,0
"14145",14145,"Maybe these should have been donated. We need to march for homeless woman and those w/o access to period products as well https://t.co/oKdaUmw18X",1,0,0,0.2732,0.273
"14146",14146,"[5p2o/akyj] I LOVE YOU SO MUCH )—DOWNLOAD THIS BEAUTIFUL #MARCHONWASHINGTON #WOMENSMARCH—I'M A NASTY GIRL #WOMENSMARCH—I'M SO BLESSED TO SA…",1,0,0,0.9429,0.917
"14147",14147,"@realDonaldTrump has unleashed a new activism unlike anything this country has ever seen before. Like a Phoenix, we will rise. #womensmarch",1,1,1,0.3612,0.361
"14148",14148,"Did someone just plant a palm tree? There's a lot of shade in this tweet https://t.co/PmBMfuptcn",1,1,0,0,0
"14149",14149,"RT @KinoKimino: After the @womensmarch we'll be playing our hearts out because he's #NotMyPresident #LoveTrumpsHate #thefutureisfemale http…",1,1,0,0.7269,0.202
"14150",14150,"RT @HuffPostWomen: ""When it gets harder to love. Let's love harder."" @VanJones68 #WomensMarch",1,1,0,0.8555,0.856
"14151",14151,".@HillaryClinton  My 4yo daughter made this sign and carried it today in Chicago.  Thank you. #WomensMarch https://t.co/hfFvXs8BRB",1,1,0,0.3612,0.361
"14152",14152,"This was amazing!  Women are an awesome force! #womensmarch #womensmarchonwashington #hearusroar… https://t.co/rHtgdIjfMd",1,1,0,0.8585,0.859
"14153",14153,"We live in a world where Donald Trump is president, and to protest, some women wear Vagina Headgear. #WomensMarch 
What.",0,0,1,-0.25,-0.25
"14154",14154,"RT @huntersfalando: spn family na #WomensMarch https://t.co/1PIMatTlov",1,1,0,0,0
"14155",14155,"@Coondawg68 irony:  #womensmarch for right to do what they want with their bodies being countered w ""don't do that with your bodies!""",1,0,0,0.1007,0.101
"14156",14156,"RT @Sefy89: @MelissaBenoist you win everything.
#WomensMarch #Supergirl #PussyPower https://t.co/GL7RzOF46X",1,1,0,0.5859,0.586
"14157",14157,"RT @lizziescrown: other favs, I love these #WomensMarch https://t.co/8L4ajNrMz7",1,1,0,0.6369,0.637
"14158",14158,"Ladies, is it just a quest for orgasm that gets you talking? @Cosmopolitan #WomensMarch what are your roles as women? https://t.co/qAFkvUrHoi",0,0,1,0,0
"14159",14159,"😂I would imagine no $$ required for both 😂 https://t.co/c6js30v9EG",1,0,0,-0.0516,-0.296
"14160",14160,"@Almaharel @womensmarch 💁🏿Beautiful song💁🏿pass it along let see how far it goes",1,1,0,0.7506,0.599
"14161",14161,"High on #crack 

#WomensMarch #SpicerFacts #Twitterみて行った場所",0,1,1,0,0
"14162",14162,"RT @belen_paliz: let's get rights sistas! ✊✊✊ #WomensMarch 👡 https://t.co/7Y1n5XA4m2",1,1,0,0,0
"14163",14163,"RT @ali_copeland: Dear #WomensMarch participants, please include disabled women in your agenda &amp; protest. Intersectionality is required. St…",1,1,0,0.4404,0.44
"14164",14164,"RT @Sunken__Shipper: News flash you don't have to be 100% feminist to support women 💘 💖
#WomensMarch going strong, be proud ladies, feminis…",1,1,0,0.9623,0.844
"14165",14165,"Careless Whisper -  https://t.co/TvQSNyWpq9  #WomensMarch https://t.co/47hlMxWPHq",1,0,0,-0.3612,-0.361
"14166",14166,"Ever wonder why Trump is so shrill, hectoring, trolling, sneering, whining?

He knows he and his are outnumbered badly.

NEVER BACK DOWN. https://t.co/Kpl1PfJvfl",1,0,0,-0.6124,-0.612
"14167",14167,"We are going to bring change together! 
Here's the crowd - just before saying a poem!

#WomensMarch #wmwcanada #wmwyyc #poetry",1,1,0,0,0
"14168",14168,"Even I know not to grab pussy, Donald. #womensmarch #Vancouver https://t.co/PpsYX3XqaT",1,1,0,0,0
"14169",14169,"I especially love @MelissaBenoist's sign. #Supergirl has spoken! 😁 #WomensMarch https://t.co/bF11H7jTyG",1,1,0,0.831,0.699
"14170",14170,"RT @andashd: I'm really proud of Raleigh right now. #WomensMarch #womensmarchnc #noisymajority https://t.co/FRsdKvct46",1,1,1,0.5256,0.526
"14171",14171,"@piersmorgan Remember that: https://t.co/2ZaruJtgQ8",0,1,1,0,0
"14172",14172,"Most shared and viewed speech of these last few days @Speakola_ https://t.co/hvp2qWeEUq",1,1,0,0.4005,0.401
"14173",14173,"@HillaryClinton @womensmarch  Missed you today! Marched for you, women's rights are human rights,  the ACA and against all discrimination.",1,1,0,-0.3595,-0.359
"14174",14174,"Even in Antarctica, we roar. #WomensMarch https://t.co/bZH6cE34qb",1,1,0,0,0
"14175",14175,"I am near tears at work, watching all of us WOMEN come together to support each other. #WomensMarch #MarchForWomenEverywhere",1,1,1,0.2023,0.202
"14176",14176,"RT @delafosevan: #WomensMarch Stand as a woman, unapologetically. Stand as an intersectional feminist, unapologetically.",1,1,1,0,0
"14177",14177,"Only a man like @VanJones68 would support planned parenthood after years of exterminating black babies! Good job w/ your slave. #womensmarch",0,0,1,0.8122,0.812
"14178",14178,"RT @EmmyARTPOP: @MarkRonson @flo_tweet @ladygaga @JoanneMonster96 Mark Ronson #WomensMarch",1,1,0,0,0
"14179",14179,"Standing in solidarity and unity today with my sisters✊🏼 #womensrightsarehumanrights #womensmarch https://t.co/XIKum9RyPQ",1,1,0,0.296,0.296
"14180",14180,"Today, millions of us proved you can't match our HEARTS, our FIGHT and our SPIRIT. We Are America. #WomensMarch #ResistTrump https://t.co/yiIPaO8vRF",1,0,0,-0.7081,-0.226
"14181",14181,"Go women 👏👏👏 https://t.co/5RYL2zjcVQ",1,1,0,0,0
"14182",14182,"RT @localblackgirl: this makes me so hopeful for the future generation of women https://t.co/9r5JQG0O2x",1,1,0,0.6418,0.556
"14183",14183,"Marching with you in spirit today. Thanks fam 💖🙋🏻🌈 #WomensMarch https://t.co/mlzWP6P8ix",1,1,0,0.9217,0.557
"14184",14184,"RT @thedailybeast: What @AlexBrookLynn is seeing at the #WomensMarch in Washington https://t.co/wej8eKsnfK https://t.co/wlWFCfvm16",1,1,0,0,0
"14185",14185,"@realDonaldTrump @KellyannePolls @seanspicer @FoxNews Now THIS is LEADER!!! American people want a leader, not a Tweeting WHINER!!! https://t.co/civ5caSw8W",1,0,0,0.5992,0.599
"14186",14186,"So proud and overjoyed at the turn out nationwide for #WomensMarch. We are stronger together and sent a clear message the world is watching.",1,1,0,0.911,0.911
"14187",14187,"@Madonna  @womensmarch How disgusting a mess YOU leave. https://t.co/wdskYVcre6",1,0,0,-0.7269,-0.727
"14188",14188,"RT @3ChicsPolitico: In Belgrade, Serbia, activists hold a banner that reads ""Women's March against Fascism""  was held in solidarity with th…",1,1,1,0.296,0.296
"14189",14189,"@MarkRuffalo @womensmarch Life affirming? They won't even let women who are pro-life partner with them.",0,0,1,0,0
"14190",14190,"#powerofthepussy - #equality for all #humans - #fightforyourright #womensmarch #yourmomisawoman… https://t.co/SBsvoyw8jX",1,1,0,0,0
"14191",14191,"OH YES ❤️❤️❤️❤️ https://t.co/IiCxinGdCJ",1,1,0,0.5319,0.532
"14192",14192,"RT @dnaples3: #AMJoy ""I'm being told we have to go to the natl pray service."" @msnbc cut away from #WomensMarch; we'll still be in streets…",1,0,0,0.0516,0.052
"14193",14193,"@grindingdude: #WomensMarch really brings them out of the woodshed https://t.co/fY2EDUunGs",0,1,1,0,0
"14194",14194,"RT @theresakalmer: Women's rights are human's rights! 

Hundreds are protesting against Trump's presidency in Berlin. #WomensMarch https://…",1,1,1,-0.4753,-0.475
"14195",14195,"RT @ajmeader: https://t.co/xNuNNdMWMU #WomensMarch thank you @AshleyJudd  for reading this poem. #nastywomen #hellyeah",1,1,0,0.3612,0.361
"14196",14196,"😂😂 genial #WomensMarch https://t.co/p2q5HVblMu",1,1,0,0.8225,0.421
"14197",14197,"it's a pussy riot down here #WomensMarch https://t.co/TwDZfT4aZG",1,0,0,-0.5574,-0.557
"14198",14198,"✊️Working today in solidarity w my sisters at the #WomensMarch - I'm there in spirit! W thanks to my foremothers who made my work possible 🙏 https://t.co/F3aEC8BY9C",1,1,0,0.7263,0.726
"14199",14199,"We marched today. ❤️✊️🙏 #WomensMarch https://t.co/ViA4KFFclr",1,1,1,0,0
"14200",14200,"RT @soygizehloera: #WomensMarch
sorry for the inconvenience we are trying to change the world.",1,0,0,-0.4215,-0.421
"14201",14201,"Women around the world. #Liverpool #WomensMarch #Trump @gingerliu #GLIUPHOTO #flickr https://t.co/YtmxOJeuPK",1,1,0,0,0
"14202",14202,"If you're a Nasty Woman, say Hell Yeah Nina, thank u. THANK U #NinaDonovan #HELLYEAH #WomensMarch https://t.co/UzCD4If7yk",1,1,0,-0.3109,-0.311
"14203",14203,"RT @I3LACKIRISH: #WomensMarch

@Madonna is sooo marginalized. GTFO.

You could do a lot of good with $560 million. Liquidate your assets. h…",1,0,0,0.5574,0.557
"14204",14204,"RT @ajost: There must thousands of people here. Women and men of all ages. Tons of signs. #WomensMarch #STL https://t.co/vuET5niDuN",1,1,0,0,0
"14205",14205,"@womensmarch it was an honor to join so many passionate people!",1,1,0,0.8545,0.854
"14206",14206,"Have you ordered you fanzine yet? #fashionrevolution #fashrev #WomensMarch https://t.co/YOawNY2XjA",1,1,0,0,0
"14207",14207,"@OhDianeMarie @girlscouts @womensmarch THIS THIS THIS THIS THIS",1,1,0,0,0
"14208",14208,"@HillaryClinton @womensmarch Look how you got women all over the world together. In many ways, you won this election #respect #stillwithher",1,1,0,0.7783,0.778
"14209",14209,"RT @JSim07: In awe of the organizers of @womensmarch https://t.co/qUJDCj74XP",1,1,0,0,0
"14210",14210,"I need my tv show now.  I'd be down center getting all the feedback and emotions they are experiencing..  #WomensMarch #Historyinthemaking",1,1,0,0,0
"14211",14211,"Thousands in DC and 600 #WomenMarch around the country.  All over the world people say NO to Trump policies. https://t.co/TuUfOnENi5",1,0,0,-0.4466,-0.447
"14212",14212,"Just like Donald, amirite? https://t.co/Z7gICjM2Th",1,1,0,0.3612,0.361
"14213",14213,"Awes https://t.co/LEYazcRLOU",1,1,0,0,0
"14214",14214,"@D_wntomars necessary read. You'll like this thread. Promise 🤞🏾 https://t.co/szTcZe3l1C",1,1,0,0.5859,0.586
"14215",14215,"RT @MaketheRoadNY: Recruiting tons of allies for @MaketheRoadCT @MakeTheRoadPa @MaketheRoadNJ. Text Road to 52886 to stand with immigrants!…",1,1,0,0,0
"14216",14216,"My Facebook feed is blowing up about the #WomensMarch --almost entirely negative. I think it's backfired big time.",0,0,1,-0.574,-0.574
"14217",14217,"#womensmarch #womensmarchla @ Downtown Los Angeles https://t.co/U6kPMYfDqo",1,1,0,0,0
"14218",14218,"If you marched at any place on Saturday in support of women make sure you're counted!! #WomensMarch https://t.co/usjzMpVhEC",1,1,1,0.6792,0.679
"14219",14219,"Wow. Who knew!? 
 #WomensMarch https://t.co/l9L2VvfIuJ",1,1,0,0.6239,0.624
"14220",14220,"RT @McCauleyNatalie: #WhyIMarch: for clean water, environmental justice, and girls who speak up https://t.co/JEGS1fOERv",1,1,0,0.7269,0.727
"14221",14221,"The latest Maven Bay Xperts (The Muneeb Daily!) https://t.co/jHm5G9YdFp #vscodetip #womensmarch",1,1,0,0,0
"14222",14222,"RT @alexisquiroz: @VeteransStand4 @womensmarch @TheRealTeeMarie Hope to see some of you in San Diego March.",1,1,0,0.4404,0.44
"14223",14223,"Every corner of globe is connected today, every second I see another picture from another city of women marching! #WomensMarch",1,1,0,0,0
"14224",14224,"A dead Unitarian minister in a pussy hat - nice reminder of the rich array of US protest traditions. #BostonWomensMarch #WomensMarch https://t.co/marroX46Fi",1,0,0,0.0258,0.026
"14225",14225,"Now that's a REAL man! #TheResistance https://t.co/QgBAEGiz26",1,1,1,0,0
"14226",14226,"What'd I tell ya? When women band together, we're unstoppable. #WomensMarch",1,1,0,-0.2023,-0.202
"14227",14227,"#WomensMarch Paris Stop sexism @realDonaldTrump https://t.co/YkgEvr30OF",1,0,0,-0.296,-0.296
"14228",14228,"Maybe stay home and keep your legs closed..
There are horny Muslim men out there
THAT YOU WANTED TO LET IN!
IDIOTS! https://t.co/pjf0jyKTi7",0,0,1,0,0
"14229",14229,"Great Job. You hung a bra. Now, unless you have any good ideas, go home and stop making women look like idiots with this stupid crap https://t.co/FyEtHR4LC3",0,0,1,0.1779,0.318
"14230",14230,"YESSSSSS RON !!!! https://t.co/jOd3UT7mA8",1,1,1,0,0
"14231",14231,"RT @obeyclothing: . @OBEYGIANT spinning today at the LA #WomensMarch. #WeThePeople https://t.co/GERQA3ixFF",1,1,0,0,0
"14232",14232,"RT @womensmarch: We're so honored to march with @NARAL on Saturday. Here's why NARAL President @ilyseh marches. #WhyIMarch #WomensMarch htt…",1,1,1,0.7065,0.624
"14233",14233,"While I’m unable to attend any of the marches today, I do, and will always will stand with women &amp; fight for women’s rights. #WomensMarch ✊🏼",1,1,0,-0.3818,-0.382
"14234",14234,"#WomensMarch+ #StopEnslavingSaudiWomen are lit right now on @Twitter",0,1,1,0,0
"14235",14235,"Women's March At SF Civic Center Plaza #womensmarch: https://t.co/rksfHGLfPs via @YouTube",1,1,0,0,0
"14236",14236,"@womensmarch tremendous work in progress!!!",1,1,0,0.6046,0.605
"14237",14237,"RT: RT AtlantaMarch: #defendthe5th #whyIMarch #atlantamarch repjohnlewis we love you! https://t.co/sJJLLwHjZG",1,1,0,0.6696,0.67
"14238",14238,"RT @thedailybeast: Sign seen at the @womensmarch in Washington D.C. by @AlexBrookLynn https://t.co/TPn54k4r8P https://t.co/43ovpYgu8S",1,1,0,0,0
"14239",14239,"Saw this live and I'm here for #WarrenAndFranken2020 https://t.co/cZBhU2gOwr",1,1,0,0,0
"14240",14240,"feminist (n.) a the person who believes in the social, political, and economic equality of the sexes. pass it on. #WomensMarch https://t.co/7VKQBbt2ZE",1,1,0,0,0
"14241",14241,"RT @brendagaylern: #WomensMarch Grand Junction, CO https://t.co/FAmjl0fxvy",1,1,0,0.4588,0.459
"14242",14242,"RT @hrw: #WhyIMarch #WomensMarch with @LieslHRW https://t.co/2HAKMnZLR6",1,1,0,0,0
